0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
364.0913059,358.9899344,353.810508,348.5563306,343.2305085,337.8359296,332.3754111,326.8535517,321.2763132,315.6498856,309.9806879,304.2753904,298.540937,292.7845676,287.0138407,281.2366564,275.4612792,269.6963608,263.9509632,258.2345813,252.5571655,246.9291437,241.3614434,235.8655121,230.4533384,225.1374703,219.9310341,214.8477508,209.9019506,205.1085868,200.4832454,196.0421543,191.8021876,187.7808678,183.9963636,180.467484,177.2136668,174.2549628,171.610666,169.2847755,167.2709396,165.5622088,164.1511995,163.030093,162.1906333,161.6241259,161.3214376,161.2729959,161.4687889,161.898366,162.5508382,163.4148791,164.4787259,165.7301805,167.1566105,168.7449507,170.4817036,172.3529408,174.3443029,176.4410001,178.6278117,180.8890852,183.2087343,185.5702367,187.9566298,190.3505067,192.734009,195.0888198,197.3961533,199.6367434,201.7920212,203.8568899,205.8352344,207.7312715,209.5494077,211.2942447,212.9705858,214.5834434,216.1380471,217.6398523,219.0945508,220.5080818,221.8866449,223.2367146,224.5650558,225.8787427,227.1851789,228.4921203,229.8077014,231.1404644,232.4993927,233.8939481,235.3341136,236.8304416,238.3941087,240.0369784,241.7716717,243.6116495,245.5713046,247.6660695,249.912539,252.3286123,254.9336568,257.7486987,260.7966446,264.0995857,267.6697419,271.5176967,275.655375,280.0961992,284.855267,289.9495552,295.398154,301.2225356,307.4468634,314.0983495,321.2076672,328.8094296,336.9427455,345.6518665,354.9869439,365.0049147,375.7705427,387.3576467,399.8505533,413.3458217,427.9543005,443.8035887,461.0409944,479.837107,500.3901316,522.9311735,547.7307169,575.1066117,605.4339786,639.1575706,676.8073041,719.0321855,766.6803812,820.8172167,882.7751027,954.2379757,1037.358321,1134.921768,1250.582329,1389.204442,1557.369619,1764.141875,2022.248497,2349.940909,2773.989279,3334.588738,4093.474303,5147.179754,6647.18117,8822.491555,11966.28471,16221.82255,20797.44691,23075.62531,20921.63396,16184.85443,11691.39246,8391.406964,6145.652823,4628.028965,3584.035577,2847.593184,2314.561889,1919.418655,1620.162854,1389.23208,1208.096385,1063.985194,947.8928408,853.3460887,775.610165,711.1660863,657.3599135,612.1630762,574.0057938,541.659459,514.1523629,490.708482,470.702449,453.6260361,439.0629315,426.6695624,416.1603739,407.2964268,399.8764915,393.7300354,388.7116607,384.6966601,381.577442,379.2606362,377.6647364,376.7181673,376.3576914,376.5270875,377.1760478,378.2592525,379.7355885,381.5676299,383.7296803,386.2123683,389.0101896,392.1201867,395.5418259,399.2769097,403.3295227,407.7060082,412.4149732,417.467323,422.8763236,428.6576937,434.8297264,441.4134437,448.4327854,455.9148365,463.8900963,472.3927954,481.4612663,491.1383747,501.4720219,512.5157274,524.329306,536.9796542,550.5416654,565.0992943,580.7468005,597.5902002,615.7489678,635.3580329,656.5701313,679.5584168,704.5100685,731.623677,761.1266883,793.2819978,828.394415,866.8185294,908.968325,955.3289853,1006.471456,1063.070492,1125.92713,1195.9968,1274.424641,1362.590049,1462.163051,1575.175812,1704.113397,1852.028778,2022.687721,2220.74917,2451.984739,2723.534563,3044.180854,3424.585083,3877.361074,4416.712266,5057.100801,5810.002027,6677.308289,7639.873473,8641.474619,9574.492854,10283.8116,10608.53801,10455.84148,9855.912573,8946.680835,7901.279877,6860.964024,5910.051029,5083.683718,4386.092636,3806.224464,3327.522404,2932.976394,2607.289483,2337.542143,2113.169579,1925.674997,1768.278049,1635.582483,1523.291897,1427.97818,1346.897608,1277.846713,1219.050064,1169.07308,1126.754302,1091.152683,1061.506486,1037.201157,1017.744162,1002.745259,991.9010339,984.9828028,981.8271996,982.3239275,986.3583697,993.8309331,1004.690476,1018.931878,1036.594452,1057.761689,1082.562312,1111.172631,1143.820267,1180.789379,1222.427586,1269.154848,1321.47466,1379.988026,1445.410779,1518.594979,1600.555271,1692.501268,1795.877224,1912.410362,2044.169298,2193.633706,2363.775567,2558.150377,2780.992613,3037.301738,3332.890129,3674.337444,4068.750051,4523.150266,5043.213933,5630.954085,6280.897944,6974.554091,7673.791754,8315.814754,8817.065816,9091.136142,9078.736993,8774.544888,8231.358792,7537.638396,6785.00001,6045.08475,5362.295745,4757.540223,4235.78598,3793.002283,3421.028391,3110.47988,2852.267966,2638.275507,2461.571591,2316.397975,2198.057787,2102.774377,2027.553009,1970.059327,1928.519244,1901.640502,1888.554518,1888.776715,1902.183791,1929.006918,1969.840443,2025.666344,2097.882778,2188.334686,2299.45046,2434.371855,2597.101014,2792.678959,3027.388081,3308.954126,3646.687495,4051.433652,4535.07386,5109.102207,5781.502186,6550.881804,7397.080024,8269.326013,9077.789305,9700.591195,10017.3277,9960.778354,9551.938673,8888.016771,8094.558668,7279.933103,6515.222132,5836.094187,5253.636503,4765.104271,4361.456636,4031.744765,3765.327548
